queue_order,job_id,cycle_id,release_state,queue_status,machine_id,seed_id,training_seed,logical_run_id,logical_arm_id,schedule_id,job_kind,segment_index,segment_start_epoch,segment_end_epoch,normal_replay_slots,defect_guard_slots,total_replay_slots,expected_steps_batch128,selection_pool_id,selection_pool_digest,active_selection_template_id,active_selection_template_relpath,active_selection_template_sha256,active_selection_digest,active_selection_rows,monitor_manifest_relpath,monitor_manifest_sha256,canonical_lock_relpath,canonical_lock_file_sha256,dependency_job_id,dependency_output_relpath,resume_from_epoch,branch_checkpoint_required,run_output_relpath,machine_output_relpath,checkpoint_epochs_to_retain,planned_epoch_equivalents
236,JOB_S002_RHO_2P5_PERCENT_SAME_PEAK_TAPER_C1_T_RHO_2P5_SAME_PEAK_TAPER_E161_200,CYCLE_1,ENGINEERING_GATE,BLOCKED_ENGINEERING_GATE,M10,S002,982248093,CYCLE_1_S002_C1_T_RHO_2P5_SAME_PEAK_TAPER,C1_T_RHO_2P5_SAME_PEAK_TAPER,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S002_RHO_2P5_PERCENT_SAME_PEAK_TAPER_C1_T_RHO_2P5_SAME_PEAK_TAPER_E151_160,../05_training_runs/CYCLE_1_S002_C1_T_RHO_2P5_SAME_PEAK_TAPER,160,True,../05_training_runs/CYCLE_1_S002_C1_T_RHO_2P5_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_1_S002_C1_T_RHO_2P5_SAME_PEAK_TAPER,180;200,40.0
237,JOB_S003_NO_REPLAY_NO_REPLAY_C1_NR_NO_REPLAY_E161_200,CYCLE_1,ENGINEERING_GATE,BLOCKED_ENGINEERING_GATE,M01,S003,759103031,CYCLE_1_S003_C1_NR_NO_REPLAY,C1_NR_NO_REPLAY,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,NR_NO_SELECTION,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,TPL_NR_NO_SELECTION_N00000_D00000,templates/TPL_NR_NO_SELECTION_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_NO_REPLAY_NO_REPLAY_C1_NR_NO_REPLAY_E151_160,../05_training_runs/CYCLE_1_S003_C1_NR_NO_REPLAY,160,True,../05_training_runs/CYCLE_1_S003_C1_NR_NO_REPLAY,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_1_S003_C1_NR_NO_REPLAY,180;200,40.0
238,JOB_S003_RHO_0P5_PERCENT_CONTINUOUS_C2_T_RHO_0P5_CONTINUOUS_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M05,S003,759103031,CYCLE_2_S003_C2_T_RHO_0P5_CONTINUOUS,C2_T_RHO_0P5_CONTINUOUS,CYCLE_2__RHO_0P5_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,4,161,200,600,0,600,943,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00600_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00600_D00000.csv,928D5A4D0A09539F34012161A76F6BF0B975631395DC0C4542BC90F7FF18E0A8,E6C38CE0916169AAAFD67E696BAF4AD6A156BA42C4D4361F3250E757DE9FA83D,600,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_RHO_0P5_PERCENT_CONTINUOUS_C2_T_RHO_0P5_CONTINUOUS_E151_160,../05_training_runs/CYCLE_2_S003_C2_T_RHO_0P5_CONTINUOUS,160,True,../05_training_runs/CYCLE_2_S003_C2_T_RHO_0P5_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S003_C2_T_RHO_0P5_CONTINUOUS,180;200,40.0
239,JOB_S003_RHO_0P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_0P5_DOSE_MATCHED_TAPER_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M08,S003,759103031,CYCLE_2_S003_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,C2_T_RHO_0P5_DOSE_MATCHED_TAPER,CYCLE_2__RHO_0P5_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_RHO_0P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_0P5_DOSE_MATCHED_TAPER_E151_160,../05_training_runs/CYCLE_2_S003_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,160,True,../05_training_runs/CYCLE_2_S003_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S003_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,180;200,40.0
240,JOB_S003_RHO_0P5_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_0P5_SAME_PEAK_TAPER_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M05,S003,759103031,CYCLE_2_S003_C2_T_RHO_0P5_SAME_PEAK_TAPER,C2_T_RHO_0P5_SAME_PEAK_TAPER,CYCLE_2__RHO_0P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_RHO_0P5_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_0P5_SAME_PEAK_TAPER_E151_160,../05_training_runs/CYCLE_2_S003_C2_T_RHO_0P5_SAME_PEAK_TAPER,160,True,../05_training_runs/CYCLE_2_S003_C2_T_RHO_0P5_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S003_C2_T_RHO_0P5_SAME_PEAK_TAPER,180;200,40.0
241,JOB_S003_RHO_1P0_PERCENT_CONTINUOUS_C2_T_RHO_1P0_CONTINUOUS_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M06,S003,759103031,CYCLE_2_S003_C2_T_RHO_1P0_CONTINUOUS,C2_T_RHO_1P0_CONTINUOUS,CYCLE_2__RHO_1P0_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,4,161,200,1200,0,1200,947,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N01200_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N01200_D00000.csv,282D2099A5BB80E0F5B504C18575773CE5B822B9408B3A8E80A4944D570BB854,B55EA138794A18ADC65B13DE435C4BE5D2DB32092208A2F2947844D9AE8E9196,1200,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_RHO_1P0_PERCENT_CONTINUOUS_C2_T_RHO_1P0_CONTINUOUS_E151_160,../05_training_runs/CYCLE_2_S003_C2_T_RHO_1P0_CONTINUOUS,160,True,../05_training_runs/CYCLE_2_S003_C2_T_RHO_1P0_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S003_C2_T_RHO_1P0_CONTINUOUS,180;200,40.0
242,JOB_S003_RHO_1P0_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_1P0_DOSE_MATCHED_TAPER_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M09,S003,759103031,CYCLE_2_S003_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,C2_T_RHO_1P0_DOSE_MATCHED_TAPER,CYCLE_2__RHO_1P0_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_RHO_1P0_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_1P0_DOSE_MATCHED_TAPER_E151_160,../05_training_runs/CYCLE_2_S003_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,160,True,../05_training_runs/CYCLE_2_S003_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S003_C2_T_RHO_1P0_DOSE_MATCHED_TAPER,180;200,40.0
243,JOB_S003_RHO_1P0_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_1P0_SAME_PEAK_TAPER_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M06,S003,759103031,CYCLE_2_S003_C2_T_RHO_1P0_SAME_PEAK_TAPER,C2_T_RHO_1P0_SAME_PEAK_TAPER,CYCLE_2__RHO_1P0_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_RHO_1P0_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_1P0_SAME_PEAK_TAPER_E151_160,../05_training_runs/CYCLE_2_S003_C2_T_RHO_1P0_SAME_PEAK_TAPER,160,True,../05_training_runs/CYCLE_2_S003_C2_T_RHO_1P0_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S003_C2_T_RHO_1P0_SAME_PEAK_TAPER,180;200,40.0
244,JOB_S003_RHO_2P5_PERCENT_CONTINUOUS_C1_T_RHO_2P5_CONTINUOUS_E161_200,CYCLE_1,ENGINEERING_GATE,BLOCKED_ENGINEERING_GATE,M07,S003,759103031,CYCLE_1_S003_C1_T_RHO_2P5_CONTINUOUS,C1_T_RHO_2P5_CONTINUOUS,CYCLE_1__RHO_2P5_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,4,161,200,3000,0,3000,961,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N03000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N03000_D00000.csv,877DA825A8E3EA4752F05CFA332FB73C23A1C88883FB0F2513C3208F4A109BEA,08E3BAED3FD71A62AFBA68798C4418A310350C18ECE318889B7BF49286BE52C3,3000,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_RHO_2P5_PERCENT_CONTINUOUS_C1_T_RHO_2P5_CONTINUOUS_E151_160,../05_training_runs/CYCLE_1_S003_C1_T_RHO_2P5_CONTINUOUS,160,True,../05_training_runs/CYCLE_1_S003_C1_T_RHO_2P5_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_1_S003_C1_T_RHO_2P5_CONTINUOUS,180;200,40.0
245,JOB_S003_RHO_2P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_2P5_DOSE_MATCHED_TAPER_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M10,S003,759103031,CYCLE_2_S003_C2_T_RHO_2P5_DOSE_MATCHED_TAPER,C2_T_RHO_2P5_DOSE_MATCHED_TAPER,CYCLE_2__RHO_2P5_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_RHO_2P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_2P5_DOSE_MATCHED_TAPER_E151_160,../05_training_runs/CYCLE_2_S003_C2_T_RHO_2P5_DOSE_MATCHED_TAPER,160,True,../05_training_runs/CYCLE_2_S003_C2_T_RHO_2P5_DOSE_MATCHED_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S003_C2_T_RHO_2P5_DOSE_MATCHED_TAPER,180;200,40.0
246,JOB_S003_RHO_2P5_PERCENT_SAME_PEAK_TAPER_C1_T_RHO_2P5_SAME_PEAK_TAPER_E161_200,CYCLE_1,ENGINEERING_GATE,BLOCKED_ENGINEERING_GATE,M07,S003,759103031,CYCLE_1_S003_C1_T_RHO_2P5_SAME_PEAK_TAPER,C1_T_RHO_2P5_SAME_PEAK_TAPER,CYCLE_1__RHO_2P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S003_RHO_2P5_PERCENT_SAME_PEAK_TAPER_C1_T_RHO_2P5_SAME_PEAK_TAPER_E151_160,../05_training_runs/CYCLE_1_S003_C1_T_RHO_2P5_SAME_PEAK_TAPER,160,True,../05_training_runs/CYCLE_1_S003_C1_T_RHO_2P5_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_1_S003_C1_T_RHO_2P5_SAME_PEAK_TAPER,180;200,40.0
247,JOB_S004_NO_REPLAY_NO_REPLAY_C1_NR_NO_REPLAY_E161_200,CYCLE_1,ENGINEERING_GATE,BLOCKED_ENGINEERING_GATE,M08,S004,1710119176,CYCLE_1_S004_C1_NR_NO_REPLAY,C1_NR_NO_REPLAY,CYCLE_1__NO_REPLAY__NO_REPLAY__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,NR_NO_SELECTION,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,TPL_NR_NO_SELECTION_N00000_D00000,templates/TPL_NR_NO_SELECTION_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S004_NO_REPLAY_NO_REPLAY_C1_NR_NO_REPLAY_E151_160,../05_training_runs/CYCLE_1_S004_C1_NR_NO_REPLAY,160,True,../05_training_runs/CYCLE_1_S004_C1_NR_NO_REPLAY,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_1_S004_C1_NR_NO_REPLAY,180;200,40.0
248,JOB_S004_RHO_0P5_PERCENT_CONTINUOUS_C2_T_RHO_0P5_CONTINUOUS_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M02,S004,1710119176,CYCLE_2_S004_C2_T_RHO_0P5_CONTINUOUS,C2_T_RHO_0P5_CONTINUOUS,CYCLE_2__RHO_0P5_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,4,161,200,600,0,600,943,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00600_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00600_D00000.csv,928D5A4D0A09539F34012161A76F6BF0B975631395DC0C4542BC90F7FF18E0A8,E6C38CE0916169AAAFD67E696BAF4AD6A156BA42C4D4361F3250E757DE9FA83D,600,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S004_RHO_0P5_PERCENT_CONTINUOUS_C2_T_RHO_0P5_CONTINUOUS_E151_160,../05_training_runs/CYCLE_2_S004_C2_T_RHO_0P5_CONTINUOUS,160,True,../05_training_runs/CYCLE_2_S004_C2_T_RHO_0P5_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S004_C2_T_RHO_0P5_CONTINUOUS,180;200,40.0
249,JOB_S004_RHO_0P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_0P5_DOSE_MATCHED_TAPER_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M05,S004,1710119176,CYCLE_2_S004_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,C2_T_RHO_0P5_DOSE_MATCHED_TAPER,CYCLE_2__RHO_0P5_PERCENT__DOSE_MATCHED_TAPER__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S004_RHO_0P5_PERCENT_DOSE_MATCHED_TAPER_C2_T_RHO_0P5_DOSE_MATCHED_TAPER_E151_160,../05_training_runs/CYCLE_2_S004_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,160,True,../05_training_runs/CYCLE_2_S004_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S004_C2_T_RHO_0P5_DOSE_MATCHED_TAPER,180;200,40.0
250,JOB_S004_RHO_0P5_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_0P5_SAME_PEAK_TAPER_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M02,S004,1710119176,CYCLE_2_S004_C2_T_RHO_0P5_SAME_PEAK_TAPER,C2_T_RHO_0P5_SAME_PEAK_TAPER,CYCLE_2__RHO_0P5_PERCENT__SAME_PEAK_TAPER__NONE__G0PCT,ARM_SEGMENT,4,161,200,0,0,0,938,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N00000_D00000.csv,6536EF9A2D71D279E64D927277D2510637B41A4FA2AFA0CABA8876BB75C984C2,4F53CDA18C2BAA0C0354BB5F9A3ECBE5ED12AB4D8E11BA873C2F11161202B945,0,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S004_RHO_0P5_PERCENT_SAME_PEAK_TAPER_C2_T_RHO_0P5_SAME_PEAK_TAPER_E151_160,../05_training_runs/CYCLE_2_S004_C2_T_RHO_0P5_SAME_PEAK_TAPER,160,True,../05_training_runs/CYCLE_2_S004_C2_T_RHO_0P5_SAME_PEAK_TAPER,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S004_C2_T_RHO_0P5_SAME_PEAK_TAPER,180;200,40.0
251,JOB_S004_RHO_1P0_PERCENT_CONTINUOUS_C2_T_RHO_1P0_CONTINUOUS_E161_200,CYCLE_2,HELD,HELD_SCIENTIFIC_GATE,M03,S004,1710119176,CYCLE_2_S004_C2_T_RHO_1P0_CONTINUOUS,C2_T_RHO_1P0_CONTINUOUS,CYCLE_2__RHO_1P0_PERCENT__CONTINUOUS__NONE__G0PCT,ARM_SEGMENT,4,161,200,1200,0,1200,947,TREATMENT_GAPCRITICAL_NESTED,BF70893E2D72577C1E86D4C85416BBBA809815D7A230395F76294BF2458A0A2D,TPL_TREATMENT_GAPCRITICAL_NESTED_N01200_D00000,templates/TPL_TREATMENT_GAPCRITICAL_NESTED_N01200_D00000.csv,282D2099A5BB80E0F5B504C18575773CE5B822B9408B3A8E80A4944D570BB854,B55EA138794A18ADC65B13DE435C4BE5D2DB32092208A2F2947844D9AE8E9196,1200,monitor/CAUSAL_MONITOR_SAMPLES.csv,B14343E2140730A5A1D1446A71C6C2081AFF3603E83CA7B41164973DD45937B9,contracts/CANONICAL_TRAINING_LOCK_v1.json,7AFD96784F4994903892BD5BA8477396AAF5EFFBFF158A1C57225428BF01F74E,JOB_S004_RHO_1P0_PERCENT_CONTINUOUS_C2_T_RHO_1P0_CONTINUOUS_E151_160,../05_training_runs/CYCLE_2_S004_C2_T_RHO_1P0_CONTINUOUS,160,True,../05_training_runs/CYCLE_2_S004_C2_T_RHO_1P0_CONTINUOUS,dynamic_replay_budget_efficiency_20260807/05_training_runs/CYCLE_2_S004_C2_T_RHO_1P0_CONTINUOUS,180;200,40.0
