epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
101,epoch100.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_101.pt,2.479499,0.21,0.27,0.488095,0.571429,0.920354,0.896825,41,2,48,4
102,epoch101.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_102.pt,2.515215,0.21,0.27,0.488095,0.559524,0.918322,0.89881,41,2,47,4
103,epoch102.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_103.pt,2.486859,0.19,0.29,0.452381,0.559524,0.918322,0.89881,38,2,47,4
104,epoch103.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_104.pt,2.510814,0.23,0.29,0.47619,0.559524,0.918502,0.900794,40,2,47,3
105,epoch104.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_105.pt,2.55242,0.18,0.27,0.392857,0.535714,0.914286,0.902778,33,2,45,4
106,epoch105.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_106.pt,2.592279,0.2,0.22,0.47619,0.5,0.908497,0.910714,40,2,42,3
107,epoch106.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_107.pt,2.647188,0.19,0.22,0.440476,0.47619,0.904348,0.912698,37,2,40,4
108,epoch107.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_108.pt,2.704376,0.2,0.21,0.47619,0.488095,0.906522,0.912698,40,2,41,3
109,epoch108.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_109.pt,2.712816,0.19,0.23,0.404762,0.440476,0.898707,0.920635,34,1,37,3
110,epoch109.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_110.pt,2.665465,0.2,0.2,0.440476,0.440476,0.898925,0.922619,37,2,37,2
111,epoch110.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_111.pt,2.823648,0.18,0.22,0.380952,0.452381,0.900433,0.916667,32,2,38,4
112,epoch111.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_112.pt,2.831598,0.2,0.22,0.404762,0.440476,0.898707,0.920635,34,1,37,3
113,epoch112.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_113.pt,2.822096,0.19,0.24,0.416667,0.464286,0.902386,0.914683,35,1,39,4
114,epoch113.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_114.pt,2.924383,0.21,0.25,0.428571,0.464286,0.902597,0.916667,36,1,39,3
115,epoch114.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_115.pt,2.810931,0.23,0.27,0.452381,0.5,0.908297,0.90873,38,1,42,4
116,epoch115.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_116.pt,2.820703,0.28,0.31,0.5,0.535714,0.914286,0.902778,42,2,45,4
117,epoch116.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_117.pt,2.817711,0.21,0.29,0.416667,0.52381,0.912281,0.904762,35,2,44,4
118,epoch117.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_118.pt,2.839213,0.21,0.24,0.416667,0.47619,0.904555,0.914683,35,2,40,3
119,epoch118.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_119.pt,2.831222,0.19,0.22,0.404762,0.416667,0.89485,0.924603,34,2,35,3
120,epoch119.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_120.pt,2.79512,0.18,0.18,0.416667,0.416667,0.895075,0.926587,35,2,35,2
121,epoch120.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_121.pt,2.742849,0.16,0.21,0.404762,0.440476,0.898707,0.920635,34,2,37,3
122,epoch121.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_122.pt,2.773462,0.2,0.22,0.428571,0.440476,0.898488,0.918651,36,2,37,4
123,epoch122.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_123.pt,2.834892,0.14,0.21,0.404762,0.452381,0.900433,0.916667,34,1,38,4
124,epoch123.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_124.pt,2.900827,0.19,0.23,0.440476,0.452381,0.900648,0.918651,37,2,38,3
125,epoch124.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_125.pt,2.958009,0.2,0.24,0.452381,0.464286,0.902597,0.916667,38,2,39,3
126,epoch125.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_126.pt,3.022382,0.24,0.29,0.464286,0.52381,0.912281,0.904762,39,2,44,4
127,epoch126.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_127.pt,2.961771,0.22,0.3,0.452381,0.535714,0.914286,0.902778,38,2,45,4
128,epoch127.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_128.pt,2.944927,0.2,0.27,0.428571,0.52381,0.912281,0.904762,36,1,44,4
129,epoch128.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_129.pt,2.919158,0.22,0.26,0.488095,0.52381,0.912281,0.904762,41,1,44,4
130,epoch129.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_130.pt,2.892388,0.24,0.25,0.5,0.52381,0.912281,0.904762,42,2,44,4
131,epoch130.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_131.pt,2.861027,0.24,0.29,0.511905,0.547619,0.9163,0.900794,43,2,46,4
132,epoch131.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_132.pt,2.926498,0.24,0.29,0.5,0.559524,0.918322,0.89881,42,2,47,4
133,epoch132.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_133.pt,2.923169,0.23,0.23,0.488095,0.488095,0.906725,0.914683,41,2,41,2
134,epoch133.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_134.pt,2.938748,0.2,0.23,0.440476,0.5,0.908497,0.910714,37,2,42,3
135,epoch134.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_135.pt,2.98699,0.18,0.22,0.428571,0.47619,0.904555,0.914683,36,2,40,3
136,epoch135.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_136.pt,2.989949,0.17,0.24,0.416667,0.488095,0.906318,0.910714,35,2,41,4
137,epoch136.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_137.pt,2.975954,0.2,0.24,0.452381,0.488095,0.906318,0.910714,38,2,41,4
138,epoch137.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_138.pt,2.964686,0.18,0.24,0.440476,0.5,0.908297,0.90873,37,2,42,4
139,epoch138.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_139.pt,2.964886,0.2,0.21,0.452381,0.47619,0.904555,0.914683,38,2,40,3
140,epoch139.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_140.pt,2.940819,0.19,0.21,0.440476,0.47619,0.904555,0.914683,37,2,40,3
141,epoch140.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_141.pt,2.923087,0.16,0.21,0.392857,0.47619,0.904348,0.912698,33,2,40,4
142,epoch141.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_142.pt,2.906778,0.15,0.19,0.380952,0.47619,0.904555,0.914683,32,2,40,3
143,epoch142.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_143.pt,2.92272,0.13,0.21,0.380952,0.488095,0.906318,0.910714,32,2,41,4
144,epoch143.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_144.pt,2.930679,0.13,0.2,0.380952,0.47619,0.904555,0.914683,32,2,40,3
145,epoch144.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_145.pt,2.940997,0.13,0.2,0.380952,0.47619,0.904348,0.912698,32,1,40,4
146,epoch145.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_146.pt,2.957305,0.13,0.22,0.380952,0.52381,0.912281,0.904762,32,2,44,4
147,epoch146.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_147.pt,2.966902,0.12,0.21,0.380952,0.52381,0.912281,0.904762,32,2,44,4
148,epoch147.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_148.pt,2.964864,0.11,0.2,0.357143,0.511905,0.910284,0.906746,30,1,43,4
149,epoch148.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_149.pt,2.965038,0.1,0.19,0.345238,0.488095,0.906318,0.910714,29,1,41,4
150,epoch149.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_150.pt,2.966892,0.09,0.17,0.333333,0.440476,0.898488,0.918651,28,1,37,4
151,epoch150.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_151.pt,2.993155,0.11,0.15,0.345238,0.404762,0.892704,0.924603,29,2,34,4
152,epoch151.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_152.pt,3.017587,0.11,0.16,0.357143,0.428571,0.896552,0.920635,30,2,36,4
153,epoch152.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_153.pt,3.024313,0.11,0.15,0.357143,0.416667,0.894624,0.922619,30,2,35,4
154,epoch153.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_154.pt,3.031177,0.11,0.15,0.345238,0.428571,0.896552,0.920635,29,1,36,4
155,epoch154.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_155.pt,3.028199,0.12,0.15,0.357143,0.428571,0.896552,0.920635,30,2,36,4
156,epoch155.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_156.pt,3.025498,0.12,0.15,0.357143,0.428571,0.896552,0.920635,30,2,36,4
157,epoch156.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_157.pt,3.025891,0.12,0.15,0.357143,0.428571,0.896552,0.920635,30,1,36,4
158,epoch157.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_158.pt,3.024074,0.12,0.15,0.357143,0.428571,0.896552,0.920635,30,1,36,4
159,epoch158.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_159.pt,3.022998,0.12,0.15,0.369048,0.428571,0.896552,0.920635,31,2,36,4
160,epoch159.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_160.pt,3.024843,0.12,0.15,0.392857,0.428571,0.896774,0.922619,33,1,36,3
161,epoch160.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_161.pt,3.027505,0.13,0.15,0.404762,0.428571,0.896552,0.920635,34,1,36,4
162,epoch161.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_162.pt,3.040852,0.13,0.16,0.404762,0.428571,0.896552,0.920635,34,1,36,4
163,epoch162.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_163.pt,3.053304,0.13,0.17,0.404762,0.440476,0.898488,0.918651,34,1,37,4
164,epoch163.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_164.pt,3.05489,0.13,0.16,0.404762,0.428571,0.896552,0.920635,34,1,36,4
165,epoch164.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_165.pt,3.060752,0.14,0.17,0.404762,0.440476,0.898488,0.918651,34,2,37,4
166,epoch165.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_166.pt,3.065071,0.15,0.18,0.416667,0.464286,0.902386,0.914683,35,2,39,4
167,epoch166.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_167.pt,3.077972,0.15,0.18,0.428571,0.464286,0.902386,0.914683,36,2,39,4
168,epoch167.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_168.pt,3.086323,0.14,0.17,0.404762,0.452381,0.900433,0.916667,34,2,38,4
169,epoch168.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_169.pt,3.097357,0.14,0.17,0.416667,0.452381,0.900433,0.916667,35,2,38,4
170,epoch169.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_170.pt,3.107001,0.13,0.16,0.369048,0.440476,0.898707,0.920635,31,2,37,3
171,epoch170.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_171.pt,3.115419,0.13,0.17,0.380952,0.452381,0.900433,0.916667,32,2,38,4
172,epoch171.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_172.pt,3.129253,0.12,0.17,0.357143,0.452381,0.900433,0.916667,30,2,38,4
173,epoch172.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_173.pt,3.139875,0.12,0.16,0.357143,0.440476,0.898707,0.920635,30,2,37,3
174,epoch173.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_174.pt,3.15439,0.11,0.16,0.333333,0.440476,0.898707,0.920635,28,1,37,3
175,epoch174.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_175.pt,3.163012,0.12,0.16,0.357143,0.440476,0.898707,0.920635,30,2,37,3
176,epoch175.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_176.pt,3.174557,0.12,0.16,0.357143,0.440476,0.898707,0.920635,30,2,37,3
177,epoch176.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_177.pt,3.190955,0.12,0.18,0.357143,0.452381,0.900433,0.916667,30,2,38,4
178,epoch177.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_178.pt,3.208186,0.12,0.16,0.357143,0.440476,0.898707,0.920635,30,2,37,3
179,epoch178.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_179.pt,3.221157,0.12,0.16,0.369048,0.440476,0.898707,0.920635,31,2,37,3
180,epoch179.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_180.pt,3.228519,0.12,0.16,0.369048,0.440476,0.898707,0.920635,31,2,37,3
181,epoch180.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_181.pt,3.240576,0.12,0.16,0.369048,0.440476,0.898707,0.920635,31,2,37,3
182,epoch181.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_182.pt,3.248605,0.13,0.16,0.380952,0.440476,0.898707,0.920635,32,2,37,3
183,epoch182.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_183.pt,3.25886,0.13,0.17,0.380952,0.440476,0.898707,0.920635,32,2,37,3
184,epoch183.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_184.pt,3.264623,0.13,0.17,0.380952,0.440476,0.898707,0.920635,32,2,37,3
185,epoch184.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_185.pt,3.271261,0.13,0.17,0.380952,0.440476,0.898707,0.920635,32,2,37,3
186,epoch185.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_186.pt,3.276566,0.13,0.17,0.380952,0.440476,0.898707,0.920635,32,2,37,3
187,epoch186.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_187.pt,3.284342,0.13,0.17,0.380952,0.440476,0.898707,0.920635,32,2,37,3
188,epoch187.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_188.pt,3.288974,0.13,0.17,0.380952,0.440476,0.898707,0.920635,32,2,37,3
189,epoch188.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_189.pt,3.296935,0.13,0.18,0.380952,0.440476,0.898488,0.918651,32,2,37,4
190,epoch189.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_190.pt,3.304608,0.14,0.18,0.404762,0.440476,0.898488,0.918651,34,2,37,4
191,epoch190.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_191.pt,3.3124,0.14,0.2,0.404762,0.452381,0.900433,0.916667,34,2,38,4
192,epoch191.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_192.pt,3.322005,0.14,0.2,0.404762,0.452381,0.900433,0.916667,34,2,38,4
193,epoch192.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_193.pt,3.330892,0.14,0.18,0.404762,0.440476,0.898488,0.918651,34,2,37,4
194,epoch193.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_194.pt,3.338884,0.14,0.19,0.404762,0.440476,0.898488,0.918651,34,2,37,4
195,epoch194.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_195.pt,3.3454,0.14,0.19,0.404762,0.440476,0.898488,0.918651,34,2,37,4
196,epoch195.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_196.pt,3.35052,0.14,0.2,0.404762,0.452381,0.900433,0.916667,34,2,38,4
197,epoch196.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_197.pt,3.35672,0.14,0.19,0.404762,0.440476,0.898488,0.918651,34,2,37,4
198,epoch197.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_198.pt,3.363126,0.14,0.19,0.404762,0.440476,0.898488,0.918651,34,2,37,4
199,epoch198.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_199.pt,3.368088,0.14,0.19,0.392857,0.428571,0.896552,0.920635,33,2,36,4
200,epoch199.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn08_200ep\weights\epoch_200.pt,3.373611,0.14,0.19,0.392857,0.428571,0.896552,0.920635,33,2,36,4
